ISim log file
Running: /home/parallels/ucla/m152acs/labs/csm152a/lab_1/priority_encoder_TB_isim_beh.exe -intstyle ise -gui -tclbatch isim.cmd -wdb /home/parallels/ucla/m152acs/labs/csm152a/lab_1/priority_encoder_TB_isim_beh.wdb 
ISim P.20131013 (signature 0xfbc00daa)
WARNING: A WEBPACK license was found.
WARNING: Please use Xilinx License Configuration Manager to check out a full ISim license.
WARNING: ISim will run in Lite mode. Please refer to the ISim documentation for more information on the differences between the Lite and the Full version.
This is a Lite version of ISim.
Time resolution is 1 ps
# onerror resume
# wave add /
# run 2000 ns
Simulator is doing circuit initialization process.
Finished circuit initialization process.
              105000 | SM: 000000000001 | exponent: 000
             1150000 | SM: 111111111111 | exponent: 000
             1155000 | SM: 111111111111 | exponent: 000
             1160000 | SM: 111111111111 | exponent: 000
             1165000 | SM: 111111111111 | exponent: 000
             1170000 | SM: 111111111111 | exponent: 000
             1175000 | SM: 111111111111 | exponent: 000
             1180000 | SM: 111111111111 | exponent: 000
             1185000 | SM: 111111111111 | exponent: 000
             1190000 | SM: 111111111111 | exponent: 000
             1195000 | SM: 111111111111 | exponent: 000
             1200000 | SM: 111111111111 | exponent: 000
             1205000 | SM: 111111111111 | exponent: 000
             1210000 | SM: 111111111111 | exponent: 000
             1215000 | SM: 111111111111 | exponent: 000
             1220000 | SM: 111111111111 | exponent: 000
             1225000 | SM: 111111111111 | exponent: 000
             1230000 | SM: 111111111111 | exponent: 000
             1235000 | SM: 111111111111 | exponent: 000
             1240000 | SM: 111111111111 | exponent: 000
             1245000 | SM: 111111111111 | exponent: 000
             1250000 | SM: 111111111111 | exponent: 000
             1255000 | SM: 111111111111 | exponent: 000
             1260000 | SM: 111111111111 | exponent: 000
             1265000 | SM: 111111111111 | exponent: 000
             1270000 | SM: 111111111111 | exponent: 000
             1275000 | SM: 111111111111 | exponent: 000
             1280000 | SM: 111111111111 | exponent: 000
             1285000 | SM: 111111111111 | exponent: 000
             1290000 | SM: 111111111111 | exponent: 000
             1295000 | SM: 111111111111 | exponent: 000
             1300000 | SM: 111111111111 | exponent: 000
             1305000 | SM: 111111111111 | exponent: 000
             1310000 | SM: 111111111111 | exponent: 000
             1315000 | SM: 111111111111 | exponent: 000
             1320000 | SM: 111111111111 | exponent: 000
             1325000 | SM: 111111111111 | exponent: 000
             1330000 | SM: 111111111111 | exponent: 000
             1335000 | SM: 111111111111 | exponent: 000
             1340000 | SM: 111111111111 | exponent: 000
             1345000 | SM: 111111111111 | exponent: 000
             1350000 | SM: 111111111111 | exponent: 000
             1355000 | SM: 111111111111 | exponent: 000
             1360000 | SM: 111111111111 | exponent: 000
             1365000 | SM: 111111111111 | exponent: 000
             1370000 | SM: 111111111111 | exponent: 000
             1375000 | SM: 111111111111 | exponent: 000
             1380000 | SM: 111111111111 | exponent: 000
             1385000 | SM: 111111111111 | exponent: 000
             1390000 | SM: 111111111111 | exponent: 000
             1395000 | SM: 111111111111 | exponent: 000
             1400000 | SM: 111111111111 | exponent: 000
             1405000 | SM: 111111111111 | exponent: 000
             1410000 | SM: 111111111111 | exponent: 000
             1415000 | SM: 111111111111 | exponent: 000
             1420000 | SM: 111111111111 | exponent: 000
             1425000 | SM: 111111111111 | exponent: 000
             1430000 | SM: 111111111111 | exponent: 000
             1435000 | SM: 111111111111 | exponent: 000
             1440000 | SM: 111111111111 | exponent: 000
             1445000 | SM: 111111111111 | exponent: 000
             1450000 | SM: 111111111111 | exponent: 000
             1455000 | SM: 111111111111 | exponent: 000
             1460000 | SM: 111111111111 | exponent: 000
             1465000 | SM: 111111111111 | exponent: 000
             1470000 | SM: 111111111111 | exponent: 000
             1475000 | SM: 111111111111 | exponent: 000
             1480000 | SM: 111111111111 | exponent: 000
             1485000 | SM: 111111111111 | exponent: 000
             1490000 | SM: 111111111111 | exponent: 000
             1495000 | SM: 111111111111 | exponent: 000
             1500000 | SM: 111111111111 | exponent: 000
             1505000 | SM: 111111111111 | exponent: 000
             1510000 | SM: 111111111111 | exponent: 000
             1515000 | SM: 111111111111 | exponent: 000
             1520000 | SM: 111111111111 | exponent: 000
             1525000 | SM: 111111111111 | exponent: 000
             1530000 | SM: 111111111111 | exponent: 000
             1535000 | SM: 111111111111 | exponent: 000
             1540000 | SM: 111111111111 | exponent: 000
             1545000 | SM: 111111111111 | exponent: 000
             1550000 | SM: 111111111111 | exponent: 000
             1555000 | SM: 111111111111 | exponent: 000
             1560000 | SM: 111111111111 | exponent: 000
             1565000 | SM: 111111111111 | exponent: 000
             1570000 | SM: 111111111111 | exponent: 000
             1575000 | SM: 111111111111 | exponent: 000
             1580000 | SM: 111111111111 | exponent: 000
             1585000 | SM: 111111111111 | exponent: 000
             1590000 | SM: 111111111111 | exponent: 000
             1595000 | SM: 111111111111 | exponent: 000
             1600000 | SM: 111111111111 | exponent: 000
             1605000 | SM: 111111111111 | exponent: 000
             1610000 | SM: 111111111111 | exponent: 000
             1615000 | SM: 111111111111 | exponent: 000
             1620000 | SM: 111111111111 | exponent: 000
             1625000 | SM: 111111111111 | exponent: 000
             1630000 | SM: 111111111111 | exponent: 000
             1635000 | SM: 111111111111 | exponent: 000
             1640000 | SM: 111111111111 | exponent: 000
             1645000 | SM: 111111111111 | exponent: 000
             1650000 | SM: 111111111111 | exponent: 000
             1655000 | SM: 111111111111 | exponent: 000
             1660000 | SM: 111111111111 | exponent: 000
             1665000 | SM: 111111111111 | exponent: 000
             1670000 | SM: 111111111111 | exponent: 000
             1675000 | SM: 111111111111 | exponent: 000
             1680000 | SM: 111111111111 | exponent: 000
             1685000 | SM: 111111111111 | exponent: 000
             1690000 | SM: 111111111111 | exponent: 000
             1695000 | SM: 111111111111 | exponent: 000
             1700000 | SM: 111111111111 | exponent: 000
             1705000 | SM: 111111111111 | exponent: 000
             1710000 | SM: 111111111111 | exponent: 000
             1715000 | SM: 111111111111 | exponent: 000
             1720000 | SM: 111111111111 | exponent: 000
             1725000 | SM: 111111111111 | exponent: 000
             1730000 | SM: 111111111111 | exponent: 000
             1735000 | SM: 111111111111 | exponent: 000
             1740000 | SM: 111111111111 | exponent: 000
             1745000 | SM: 111111111111 | exponent: 000
             1750000 | SM: 111111111111 | exponent: 000
             1755000 | SM: 111111111111 | exponent: 000
             1760000 | SM: 111111111111 | exponent: 000
             1765000 | SM: 111111111111 | exponent: 000
             1770000 | SM: 111111111111 | exponent: 000
             1775000 | SM: 111111111111 | exponent: 000
             1780000 | SM: 111111111111 | exponent: 000
             1785000 | SM: 111111111111 | exponent: 000
             1790000 | SM: 111111111111 | exponent: 000
             1795000 | SM: 111111111111 | exponent: 000
             1800000 | SM: 111111111111 | exponent: 000
             1805000 | SM: 111111111111 | exponent: 000
             1810000 | SM: 111111111111 | exponent: 000
             1815000 | SM: 111111111111 | exponent: 000
             1820000 | SM: 111111111111 | exponent: 000
             1825000 | SM: 111111111111 | exponent: 000
             1830000 | SM: 111111111111 | exponent: 000
             1835000 | SM: 111111111111 | exponent: 000
             1840000 | SM: 111111111111 | exponent: 000
             1845000 | SM: 111111111111 | exponent: 000
             1850000 | SM: 111111111111 | exponent: 000
             1855000 | SM: 111111111111 | exponent: 000
             1860000 | SM: 111111111111 | exponent: 000
             1865000 | SM: 111111111111 | exponent: 000
             1870000 | SM: 111111111111 | exponent: 000
             1875000 | SM: 111111111111 | exponent: 000
             1880000 | SM: 111111111111 | exponent: 000
             1885000 | SM: 111111111111 | exponent: 000
             1890000 | SM: 111111111111 | exponent: 000
             1895000 | SM: 111111111111 | exponent: 000
             1900000 | SM: 111111111111 | exponent: 000
             1905000 | SM: 111111111111 | exponent: 000
             1910000 | SM: 111111111111 | exponent: 000
             1915000 | SM: 111111111111 | exponent: 000
             1920000 | SM: 111111111111 | exponent: 000
             1925000 | SM: 111111111111 | exponent: 000
             1930000 | SM: 111111111111 | exponent: 000
             1935000 | SM: 111111111111 | exponent: 000
             1940000 | SM: 111111111111 | exponent: 000
             1945000 | SM: 111111111111 | exponent: 000
             1950000 | SM: 111111111111 | exponent: 000
             1955000 | SM: 111111111111 | exponent: 000
             1960000 | SM: 111111111111 | exponent: 000
             1965000 | SM: 111111111111 | exponent: 000
             1970000 | SM: 111111111111 | exponent: 000
             1975000 | SM: 111111111111 | exponent: 000
             1980000 | SM: 111111111111 | exponent: 000
             1985000 | SM: 111111111111 | exponent: 000
             1990000 | SM: 111111111111 | exponent: 000
             1995000 | SM: 111111111111 | exponent: 000
             2000000 | SM: 111111111111 | exponent: 000
ISim P.20131013 (signature 0xfbc00daa)
WARNING: A WEBPACK license was found.
WARNING: Please use Xilinx License Configuration Manager to check out a full ISim license.
WARNING: ISim will run in Lite mode. Please refer to the ISim documentation for more information on the differences between the Lite and the Full version.
This is a Lite version of ISim.
# run 2000 ns
Simulator is doing circuit initialization process.
Finished circuit initialization process.
              105000 | SM: 000000000001 | exponent: 000
              110000 | SM: 000000000011 | exponent: 000
              115000 | SM: 000000000111 | exponent: 000
              120000 | SM: 000000001111 | exponent: 000
              125000 | SM: 000000011111 | exponent: 001
              130000 | SM: 000000111111 | exponent: 010
              135000 | SM: 000001111111 | exponent: 011
              140000 | SM: 000011111111 | exponent: 100
              145000 | SM: 000111111111 | exponent: 101
              150000 | SM: 001111111111 | exponent: 110
              155000 | SM: 011111111111 | exponent: 111
              160000 | SM: 111111111111 | exponent: 000
              175000 | SM: 100000000000 | exponent: 000
              180000 | SM: 110000000000 | exponent: 000
              185000 | SM: 111000000000 | exponent: 000
              190000 | SM: 111100000000 | exponent: 000
              195000 | SM: 111110000000 | exponent: 000
              200000 | SM: 111111000000 | exponent: 000
              205000 | SM: 111111100000 | exponent: 000
              210000 | SM: 111111110000 | exponent: 000
              215000 | SM: 111111111000 | exponent: 000
              220000 | SM: 111111111100 | exponent: 000
              225000 | SM: 111111111110 | exponent: 000
              230000 | SM: 111111111111 | exponent: 000
              235000 | SM: 111111111111 | exponent: 000
              240000 | SM: 111111111111 | exponent: 000
              245000 | SM: 111111111111 | exponent: 000
              250000 | SM: 111111111111 | exponent: 000
              255000 | SM: 111111111111 | exponent: 000
              260000 | SM: 111111111111 | exponent: 000
              265000 | SM: 111111111111 | exponent: 000
              270000 | SM: 111111111111 | exponent: 000
              275000 | SM: 111111111111 | exponent: 000
              280000 | SM: 111111111111 | exponent: 000
              285000 | SM: 111111111111 | exponent: 000
              290000 | SM: 111111111111 | exponent: 000
              295000 | SM: 111111111111 | exponent: 000
              300000 | SM: 111111111111 | exponent: 000
              305000 | SM: 111111111111 | exponent: 000
              310000 | SM: 111111111111 | exponent: 000
              315000 | SM: 111111111111 | exponent: 000
              320000 | SM: 111111111111 | exponent: 000
              325000 | SM: 111111111111 | exponent: 000
              330000 | SM: 111111111111 | exponent: 000
              335000 | SM: 111111111111 | exponent: 000
              340000 | SM: 111111111111 | exponent: 000
              345000 | SM: 111111111111 | exponent: 000
              350000 | SM: 111111111111 | exponent: 000
              355000 | SM: 111111111111 | exponent: 000
              360000 | SM: 111111111111 | exponent: 000
              365000 | SM: 111111111111 | exponent: 000
              370000 | SM: 111111111111 | exponent: 000
              375000 | SM: 111111111111 | exponent: 000
              380000 | SM: 111111111111 | exponent: 000
              385000 | SM: 111111111111 | exponent: 000
              390000 | SM: 111111111111 | exponent: 000
              395000 | SM: 111111111111 | exponent: 000
              400000 | SM: 111111111111 | exponent: 000
              405000 | SM: 111111111111 | exponent: 000
              410000 | SM: 111111111111 | exponent: 000
              415000 | SM: 111111111111 | exponent: 000
              420000 | SM: 111111111111 | exponent: 000
              425000 | SM: 111111111111 | exponent: 000
              430000 | SM: 111111111111 | exponent: 000
              435000 | SM: 111111111111 | exponent: 000
              440000 | SM: 111111111111 | exponent: 000
              445000 | SM: 111111111111 | exponent: 000
              450000 | SM: 111111111111 | exponent: 000
              455000 | SM: 111111111111 | exponent: 000
              460000 | SM: 111111111111 | exponent: 000
              465000 | SM: 111111111111 | exponent: 000
              470000 | SM: 111111111111 | exponent: 000
              475000 | SM: 111111111111 | exponent: 000
              480000 | SM: 111111111111 | exponent: 000
              485000 | SM: 111111111111 | exponent: 000
              490000 | SM: 111111111111 | exponent: 000
              495000 | SM: 111111111111 | exponent: 000
              500000 | SM: 111111111111 | exponent: 000
              505000 | SM: 111111111111 | exponent: 000
              510000 | SM: 111111111111 | exponent: 000
              515000 | SM: 111111111111 | exponent: 000
              520000 | SM: 111111111111 | exponent: 000
              525000 | SM: 111111111111 | exponent: 000
              530000 | SM: 111111111111 | exponent: 000
              535000 | SM: 111111111111 | exponent: 000
              540000 | SM: 111111111111 | exponent: 000
              545000 | SM: 111111111111 | exponent: 000
              550000 | SM: 111111111111 | exponent: 000
              555000 | SM: 111111111111 | exponent: 000
              560000 | SM: 111111111111 | exponent: 000
              565000 | SM: 111111111111 | exponent: 000
              570000 | SM: 111111111111 | exponent: 000
              575000 | SM: 111111111111 | exponent: 000
              580000 | SM: 111111111111 | exponent: 000
              585000 | SM: 111111111111 | exponent: 000
              590000 | SM: 111111111111 | exponent: 000
              595000 | SM: 111111111111 | exponent: 000
              600000 | SM: 111111111111 | exponent: 000
              605000 | SM: 111111111111 | exponent: 000
              610000 | SM: 111111111111 | exponent: 000
              615000 | SM: 111111111111 | exponent: 000
              620000 | SM: 111111111111 | exponent: 000
              625000 | SM: 111111111111 | exponent: 000
              630000 | SM: 111111111111 | exponent: 000
              635000 | SM: 111111111111 | exponent: 000
              640000 | SM: 111111111111 | exponent: 000
              645000 | SM: 111111111111 | exponent: 000
              650000 | SM: 111111111111 | exponent: 000
              655000 | SM: 111111111111 | exponent: 000
              660000 | SM: 111111111111 | exponent: 000
              665000 | SM: 111111111111 | exponent: 000
              670000 | SM: 111111111111 | exponent: 000
              675000 | SM: 111111111111 | exponent: 000
              680000 | SM: 111111111111 | exponent: 000
              685000 | SM: 111111111111 | exponent: 000
              690000 | SM: 111111111111 | exponent: 000
              695000 | SM: 111111111111 | exponent: 000
              700000 | SM: 111111111111 | exponent: 000
              705000 | SM: 111111111111 | exponent: 000
              710000 | SM: 111111111111 | exponent: 000
              715000 | SM: 111111111111 | exponent: 000
              720000 | SM: 111111111111 | exponent: 000
              725000 | SM: 111111111111 | exponent: 000
              730000 | SM: 111111111111 | exponent: 000
              735000 | SM: 111111111111 | exponent: 000
              740000 | SM: 111111111111 | exponent: 000
              745000 | SM: 111111111111 | exponent: 000
              750000 | SM: 111111111111 | exponent: 000
              755000 | SM: 111111111111 | exponent: 000
              760000 | SM: 111111111111 | exponent: 000
              765000 | SM: 111111111111 | exponent: 000
              770000 | SM: 111111111111 | exponent: 000
              775000 | SM: 111111111111 | exponent: 000
              780000 | SM: 111111111111 | exponent: 000
              785000 | SM: 111111111111 | exponent: 000
              790000 | SM: 111111111111 | exponent: 000
              795000 | SM: 111111111111 | exponent: 000
              800000 | SM: 111111111111 | exponent: 000
              805000 | SM: 111111111111 | exponent: 000
              810000 | SM: 111111111111 | exponent: 000
              815000 | SM: 111111111111 | exponent: 000
              820000 | SM: 111111111111 | exponent: 000
              825000 | SM: 111111111111 | exponent: 000
              830000 | SM: 111111111111 | exponent: 000
              835000 | SM: 111111111111 | exponent: 000
              840000 | SM: 111111111111 | exponent: 000
              845000 | SM: 111111111111 | exponent: 000
              850000 | SM: 111111111111 | exponent: 000
              855000 | SM: 111111111111 | exponent: 000
              860000 | SM: 111111111111 | exponent: 000
              865000 | SM: 111111111111 | exponent: 000
              870000 | SM: 111111111111 | exponent: 000
              875000 | SM: 111111111111 | exponent: 000
              880000 | SM: 111111111111 | exponent: 000
              885000 | SM: 111111111111 | exponent: 000
              890000 | SM: 111111111111 | exponent: 000
              895000 | SM: 111111111111 | exponent: 000
              900000 | SM: 111111111111 | exponent: 000
              905000 | SM: 111111111111 | exponent: 000
              910000 | SM: 111111111111 | exponent: 000
              915000 | SM: 111111111111 | exponent: 000
              920000 | SM: 111111111111 | exponent: 000
              925000 | SM: 111111111111 | exponent: 000
              930000 | SM: 111111111111 | exponent: 000
              935000 | SM: 111111111111 | exponent: 000
              940000 | SM: 111111111111 | exponent: 000
              945000 | SM: 111111111111 | exponent: 000
              950000 | SM: 111111111111 | exponent: 000
              955000 | SM: 111111111111 | exponent: 000
              960000 | SM: 111111111111 | exponent: 000
              965000 | SM: 111111111111 | exponent: 000
              970000 | SM: 111111111111 | exponent: 000
              975000 | SM: 111111111111 | exponent: 000
              980000 | SM: 111111111111 | exponent: 000
              985000 | SM: 111111111111 | exponent: 000
              990000 | SM: 111111111111 | exponent: 000
              995000 | SM: 111111111111 | exponent: 000
             1000000 | SM: 111111111111 | exponent: 000
             1005000 | SM: 111111111111 | exponent: 000
             1010000 | SM: 111111111111 | exponent: 000
             1015000 | SM: 111111111111 | exponent: 000
             1020000 | SM: 111111111111 | exponent: 000
             1025000 | SM: 111111111111 | exponent: 000
             1030000 | SM: 111111111111 | exponent: 000
             1035000 | SM: 111111111111 | exponent: 000
             1040000 | SM: 111111111111 | exponent: 000
             1045000 | SM: 111111111111 | exponent: 000
             1050000 | SM: 111111111111 | exponent: 000
             1055000 | SM: 111111111111 | exponent: 000
             1060000 | SM: 111111111111 | exponent: 000
             1065000 | SM: 111111111111 | exponent: 000
             1070000 | SM: 111111111111 | exponent: 000
             1075000 | SM: 111111111111 | exponent: 000
             1080000 | SM: 111111111111 | exponent: 000
             1085000 | SM: 111111111111 | exponent: 000
             1090000 | SM: 111111111111 | exponent: 000
             1095000 | SM: 111111111111 | exponent: 000
             1100000 | SM: 111111111111 | exponent: 000
             1105000 | SM: 111111111111 | exponent: 000
             1110000 | SM: 111111111111 | exponent: 000
             1115000 | SM: 111111111111 | exponent: 000
             1120000 | SM: 111111111111 | exponent: 000
             1125000 | SM: 111111111111 | exponent: 000
             1130000 | SM: 111111111111 | exponent: 000
             1135000 | SM: 111111111111 | exponent: 000
             1140000 | SM: 111111111111 | exponent: 000
             1145000 | SM: 111111111111 | exponent: 000
             1150000 | SM: 111111111111 | exponent: 000
             1155000 | SM: 111111111111 | exponent: 000
             1160000 | SM: 111111111111 | exponent: 000
             1165000 | SM: 111111111111 | exponent: 000
             1170000 | SM: 111111111111 | exponent: 000
             1175000 | SM: 111111111111 | exponent: 000
             1180000 | SM: 111111111111 | exponent: 000
             1185000 | SM: 111111111111 | exponent: 000
             1190000 | SM: 111111111111 | exponent: 000
             1195000 | SM: 111111111111 | exponent: 000
             1200000 | SM: 111111111111 | exponent: 000
             1205000 | SM: 111111111111 | exponent: 000
             1210000 | SM: 111111111111 | exponent: 000
             1215000 | SM: 111111111111 | exponent: 000
             1220000 | SM: 111111111111 | exponent: 000
             1225000 | SM: 111111111111 | exponent: 000
             1230000 | SM: 111111111111 | exponent: 000
             1235000 | SM: 111111111111 | exponent: 000
             1240000 | SM: 111111111111 | exponent: 000
             1245000 | SM: 111111111111 | exponent: 000
             1250000 | SM: 111111111111 | exponent: 000
             1255000 | SM: 111111111111 | exponent: 000
             1260000 | SM: 111111111111 | exponent: 000
             1265000 | SM: 111111111111 | exponent: 000
             1270000 | SM: 111111111111 | exponent: 000
             1275000 | SM: 111111111111 | exponent: 000
             1280000 | SM: 111111111111 | exponent: 000
             1285000 | SM: 111111111111 | exponent: 000
             1290000 | SM: 111111111111 | exponent: 000
             1295000 | SM: 111111111111 | exponent: 000
             1300000 | SM: 111111111111 | exponent: 000
             1305000 | SM: 111111111111 | exponent: 000
             1310000 | SM: 111111111111 | exponent: 000
             1315000 | SM: 111111111111 | exponent: 000
             1320000 | SM: 111111111111 | exponent: 000
             1325000 | SM: 111111111111 | exponent: 000
             1330000 | SM: 111111111111 | exponent: 000
             1335000 | SM: 111111111111 | exponent: 000
             1340000 | SM: 111111111111 | exponent: 000
             1345000 | SM: 111111111111 | exponent: 000
             1350000 | SM: 111111111111 | exponent: 000
             1355000 | SM: 111111111111 | exponent: 000
             1360000 | SM: 111111111111 | exponent: 000
             1365000 | SM: 111111111111 | exponent: 000
             1370000 | SM: 111111111111 | exponent: 000
             1375000 | SM: 111111111111 | exponent: 000
             1380000 | SM: 111111111111 | exponent: 000
             1385000 | SM: 111111111111 | exponent: 000
             1390000 | SM: 111111111111 | exponent: 000
             1395000 | SM: 111111111111 | exponent: 000
             1400000 | SM: 111111111111 | exponent: 000
             1405000 | SM: 111111111111 | exponent: 000
             1410000 | SM: 111111111111 | exponent: 000
             1415000 | SM: 111111111111 | exponent: 000
             1420000 | SM: 111111111111 | exponent: 000
             1425000 | SM: 111111111111 | exponent: 000
             1430000 | SM: 111111111111 | exponent: 000
             1435000 | SM: 111111111111 | exponent: 000
             1440000 | SM: 111111111111 | exponent: 000
             1445000 | SM: 111111111111 | exponent: 000
             1450000 | SM: 111111111111 | exponent: 000
             1455000 | SM: 111111111111 | exponent: 000
             1460000 | SM: 111111111111 | exponent: 000
             1465000 | SM: 111111111111 | exponent: 000
             1470000 | SM: 111111111111 | exponent: 000
             1475000 | SM: 111111111111 | exponent: 000
             1480000 | SM: 111111111111 | exponent: 000
             1485000 | SM: 111111111111 | exponent: 000
             1490000 | SM: 111111111111 | exponent: 000
             1495000 | SM: 111111111111 | exponent: 000
             1500000 | SM: 111111111111 | exponent: 000
             1505000 | SM: 111111111111 | exponent: 000
             1510000 | SM: 111111111111 | exponent: 000
             1515000 | SM: 111111111111 | exponent: 000
             1520000 | SM: 111111111111 | exponent: 000
             1525000 | SM: 111111111111 | exponent: 000
             1530000 | SM: 111111111111 | exponent: 000
             1535000 | SM: 111111111111 | exponent: 000
             1540000 | SM: 111111111111 | exponent: 000
             1545000 | SM: 111111111111 | exponent: 000
             1550000 | SM: 111111111111 | exponent: 000
             1555000 | SM: 111111111111 | exponent: 000
             1560000 | SM: 111111111111 | exponent: 000
             1565000 | SM: 111111111111 | exponent: 000
             1570000 | SM: 111111111111 | exponent: 000
             1575000 | SM: 111111111111 | exponent: 000
             1580000 | SM: 111111111111 | exponent: 000
             1585000 | SM: 111111111111 | exponent: 000
             1590000 | SM: 111111111111 | exponent: 000
             1595000 | SM: 111111111111 | exponent: 000
             1600000 | SM: 111111111111 | exponent: 000
             1605000 | SM: 111111111111 | exponent: 000
             1610000 | SM: 111111111111 | exponent: 000
             1615000 | SM: 111111111111 | exponent: 000
             1620000 | SM: 111111111111 | exponent: 000
             1625000 | SM: 111111111111 | exponent: 000
             1630000 | SM: 111111111111 | exponent: 000
             1635000 | SM: 111111111111 | exponent: 000
             1640000 | SM: 111111111111 | exponent: 000
             1645000 | SM: 111111111111 | exponent: 000
             1650000 | SM: 111111111111 | exponent: 000
             1655000 | SM: 111111111111 | exponent: 000
             1660000 | SM: 111111111111 | exponent: 000
             1665000 | SM: 111111111111 | exponent: 000
             1670000 | SM: 111111111111 | exponent: 000
             1675000 | SM: 111111111111 | exponent: 000
             1680000 | SM: 111111111111 | exponent: 000
             1685000 | SM: 111111111111 | exponent: 000
             1690000 | SM: 111111111111 | exponent: 000
             1695000 | SM: 111111111111 | exponent: 000
             1700000 | SM: 111111111111 | exponent: 000
             1705000 | SM: 111111111111 | exponent: 000
             1710000 | SM: 111111111111 | exponent: 000
             1715000 | SM: 111111111111 | exponent: 000
             1720000 | SM: 111111111111 | exponent: 000
             1725000 | SM: 111111111111 | exponent: 000
             1730000 | SM: 111111111111 | exponent: 000
             1735000 | SM: 111111111111 | exponent: 000
             1740000 | SM: 111111111111 | exponent: 000
             1745000 | SM: 111111111111 | exponent: 000
             1750000 | SM: 111111111111 | exponent: 000
             1755000 | SM: 111111111111 | exponent: 000
             1760000 | SM: 111111111111 | exponent: 000
             1765000 | SM: 111111111111 | exponent: 000
             1770000 | SM: 111111111111 | exponent: 000
             1775000 | SM: 111111111111 | exponent: 000
             1780000 | SM: 111111111111 | exponent: 000
             1785000 | SM: 111111111111 | exponent: 000
             1790000 | SM: 111111111111 | exponent: 000
             1795000 | SM: 111111111111 | exponent: 000
             1800000 | SM: 111111111111 | exponent: 000
             1805000 | SM: 111111111111 | exponent: 000
             1810000 | SM: 111111111111 | exponent: 000
             1815000 | SM: 111111111111 | exponent: 000
             1820000 | SM: 111111111111 | exponent: 000
             1825000 | SM: 111111111111 | exponent: 000
             1830000 | SM: 111111111111 | exponent: 000
             1835000 | SM: 111111111111 | exponent: 000
             1840000 | SM: 111111111111 | exponent: 000
             1845000 | SM: 111111111111 | exponent: 000
             1850000 | SM: 111111111111 | exponent: 000
             1855000 | SM: 111111111111 | exponent: 000
             1860000 | SM: 111111111111 | exponent: 000
             1865000 | SM: 111111111111 | exponent: 000
             1870000 | SM: 111111111111 | exponent: 000
             1875000 | SM: 111111111111 | exponent: 000
             1880000 | SM: 111111111111 | exponent: 000
             1885000 | SM: 111111111111 | exponent: 000
             1890000 | SM: 111111111111 | exponent: 000
             1895000 | SM: 111111111111 | exponent: 000
             1900000 | SM: 111111111111 | exponent: 000
             1905000 | SM: 111111111111 | exponent: 000
             1910000 | SM: 111111111111 | exponent: 000
             1915000 | SM: 111111111111 | exponent: 000
             1920000 | SM: 111111111111 | exponent: 000
             1925000 | SM: 111111111111 | exponent: 000
             1930000 | SM: 111111111111 | exponent: 000
             1935000 | SM: 111111111111 | exponent: 000
             1940000 | SM: 111111111111 | exponent: 000
             1945000 | SM: 111111111111 | exponent: 000
             1950000 | SM: 111111111111 | exponent: 000
             1955000 | SM: 111111111111 | exponent: 000
             1960000 | SM: 111111111111 | exponent: 000
             1965000 | SM: 111111111111 | exponent: 000
             1970000 | SM: 111111111111 | exponent: 000
             1975000 | SM: 111111111111 | exponent: 000
             1980000 | SM: 111111111111 | exponent: 000
             1985000 | SM: 111111111111 | exponent: 000
             1990000 | SM: 111111111111 | exponent: 000
             1995000 | SM: 111111111111 | exponent: 000
             2000000 | SM: 111111111111 | exponent: 000
ISim P.20131013 (signature 0xfbc00daa)
WARNING: A WEBPACK license was found.
WARNING: Please use Xilinx License Configuration Manager to check out a full ISim license.
WARNING: ISim will run in Lite mode. Please refer to the ISim documentation for more information on the differences between the Lite and the Full version.
This is a Lite version of ISim.
# run 2000 ns
Simulator is doing circuit initialization process.
Finished circuit initialization process.
              110000 | SM: 000000000001 | exponent: 000
              120000 | SM: 000000000011 | exponent: 000
              130000 | SM: 000000000111 | exponent: 000
              140000 | SM: 000000001111 | exponent: 000
              150000 | SM: 000000011111 | exponent: 001
              160000 | SM: 000000111111 | exponent: 010
              170000 | SM: 000001111111 | exponent: 011
              180000 | SM: 000011111111 | exponent: 100
              190000 | SM: 000111111111 | exponent: 101
              200000 | SM: 001111111111 | exponent: 110
              210000 | SM: 011111111111 | exponent: 111
              220000 | SM: 111111111111 | exponent: 000
              240000 | SM: 100000000000 | exponent: 000
              250000 | SM: 110000000000 | exponent: 000
              260000 | SM: 111000000000 | exponent: 000
              270000 | SM: 111100000000 | exponent: 000
              280000 | SM: 111110000000 | exponent: 000
              290000 | SM: 111111000000 | exponent: 000
              300000 | SM: 111111100000 | exponent: 000
              310000 | SM: 111111110000 | exponent: 000
              320000 | SM: 111111111000 | exponent: 000
              330000 | SM: 111111111100 | exponent: 000
              340000 | SM: 111111111110 | exponent: 000
              350000 | SM: 111111111111 | exponent: 000
              360000 | SM: 111111111111 | exponent: 000
              370000 | SM: 111111111111 | exponent: 000
              380000 | SM: 111111111111 | exponent: 000
              390000 | SM: 111111111111 | exponent: 000
              400000 | SM: 111111111111 | exponent: 000
              410000 | SM: 111111111111 | exponent: 000
              420000 | SM: 111111111111 | exponent: 000
              430000 | SM: 111111111111 | exponent: 000
              440000 | SM: 111111111111 | exponent: 000
              450000 | SM: 111111111111 | exponent: 000
              460000 | SM: 111111111111 | exponent: 000
              470000 | SM: 111111111111 | exponent: 000
              480000 | SM: 111111111111 | exponent: 000
              490000 | SM: 111111111111 | exponent: 000
              500000 | SM: 111111111111 | exponent: 000
